id,name,genre,artists,album,duration_ms,popularity,artist_count,album_freq,duration_min,genre_popularity,explicit_encoded,main_artist_encoded
7LVoyaaQ79wDBqe2MTnTVB,The Jiggler (Tree City Sessions) (Live),j-dance,Dance Gavin Dance,Tree City Sessions (Live),293093,19.0,-0.435947590303664,-0.05174982339897525,1.3308855850054444,25.16,1,0.0022222222222222222
211DdTliB1OSfJLEk2qvGP,ALR1GHT,j-dance,DJ Shimamura,TANO*C EXTRA,152000,21.0,-0.435947590303664,-0.05174982339897525,-0.6191094065544636,25.16,0,0.0004761904761904762
5od2DGuf2iRx3mz4ye0c9N,Girls Just Wanna Have Fun,j-dance,Dance Fruits Music,Girls Just Wanna Have Fun,158066,31.0,-0.435947590303664,-0.42909228568317015,-0.535273428732726,25.16,0,0.0011111111111111111
4Dve9t9NEaoDNdIbkO2mWV,Simple and Clean,j-dance,J-Music Ensemble,Time to Play,396609,23.0,-0.435947590303664,-0.42909228568317015,2.405892657856375,25.16,0,0.00015873015873015873
4gChDt7D0KyyixCi0XOtxO,SUMMER JAM,j-dance,"Dance Fruits Music, Steve Void",Summer Hits 2023,142080,29.0,0.8118805873033708,-0.42909228568317015,-0.7562101154221912,25.16,0,0.0011111111111111111
4vOl50LbPD55ojkS16AHKh,slow dance,j-dance,SUNEOHAIR,slow dance,313760,27.0,-0.435947590303664,-0.42909228568317015,1.6165166686918677,25.16,0,0.00015873015873015873
4HRDS1mSsvCnvifteN86Km,Big Jet Plane,j-dance,Dance Fruits Music,Big Jet Plane,143568,22.0,-0.435947590303664,-0.42909228568317015,-0.7356450090920321,25.16,0,0.0011111111111111111
2915vjuAdnWlX93v36ed8r,エイジアン・ダンサー,j-dance,fox capture plan,Fragile,350293,22.0,-0.435947590303664,-0.42909228568317015,2.1214259627508087,25.16,0,0.00015873015873015873
7oZbMBCRO8molwAWk5Ii4g,For The Jeers,j-dance,Dance Gavin Dance,Jackpot Juicer,251454,37.0,-0.435947590303664,-0.05174982339897525,0.7554081236603527,25.16,1,0.0022222222222222222
01dFQeKLzgDMwl3nsfE5Fc,エゾシカ・ダンス!!,j-dance,ミドリ,清水,235400,17.0,-0.435947590303664,-0.42909228568317015,0.533531633724617,25.16,0,0.00015873015873015873
0AVezBQHJgFkpHt0nSLAR1,Petting Zoo Justice,j-dance,Dance Gavin Dance,Mothership,207173,32.0,-0.435947590303664,-0.05174982339897525,0.143416542070449,25.16,1,0.0022222222222222222
3jZfDBrmRan5VTi18HDLdN,Flower Dance Pt.2,j-dance,"DJ Okawari, Emily Styler",Restore,250386,27.0,0.8118805873033708,-0.42909228568317015,0.7406476844395125,25.16,0,0.00015873015873015873
2lVDH2F9LJEJNL13Fc5zl9,Mighty Is Our God,j-dance,"J. Daniel Smith, Integrity's Hosanna! Music",Mighty God,135960,24.0,0.8118805873033708,0.3255926388852196,-0.8407924075865553,25.16,0,0.0004761904761904762
6fqaYg61Qw2TttbKm0UUYV,petal dance,j-dance,[.que],Any,250000,16.0,-0.435947590303664,-0.42909228568317015,0.7353129189533291,25.16,0,0.00015873015873015873
7L6dXIh7MzuCPtlxhaxxxX,Awesome God,j-dance,"J. Daniel Smith, Integrity's Hosanna! Music",Mighty God,97666,22.0,0.8118805873033708,0.3255926388852196,-1.3700398415967125,25.16,0,0.0004761904761904762
2Jl8QDonwxjmKHvoBePD05,おにけもだんす,j-dance,いろはにほへっと あやふぶみ,おにけもだんす,260419,28.0,-0.435947590303664,-0.42909228568317015,0.8793101251723663,25.16,0,0.00015873015873015873
2KcJMHXODVfH06nm3KOto8,He Who Began a Good Work,j-dance,"J. Daniel Smith, Integrity's Hosanna! Music",Mighty God,206026,21.0,0.8118805873033708,0.3255926388852196,0.127564272607618,25.16,0,0.0004761904761904762
0LlQXmaam4kUCRj03wNQcp,Discovery,j-dance,DJ Shimamura,TANO*C EXTRA,152000,16.0,-0.435947590303664,-0.05174982339897525,-0.6191094065544636,25.16,0,0.0004761904761904762
0LdEFXfK0XClLa6Toh9IVS,Leave Her Johnny (Sea Shanty),j-dance,"Dance Fruits Music, Steve Void",Leave Her Johnny (Sea Shanty),115250,33.0,0.8118805873033708,-0.42909228568317015,-1.1270177786198856,25.16,0,0.0011111111111111111
6pS0ojZDT8WAqLXLXiwfwy,Rainy Dance Flooor,j-dance,UNCHAIN,Eat The Moon,260372,13.0,-0.435947590303664,-0.42909228568317015,0.8786605552815621,25.16,0,0.00015873015873015873
5ZOsgDtseyFfMabHKe4gJO,For The Jeers (Instrumental),j-dance,Dance Gavin Dance,Jackpot Juicer (Instrumental),251454,17.0,-0.435947590303664,-0.42909228568317015,0.7554081236603527,25.16,0,0.0022222222222222222
